wavelength,absorption
3853.6800000000003,0.0
3853.88,0.1145421571277242
3854.08,0.12996404511710247
3854.2799999999997,0.0
3854.4799999999996,0.0
3854.6799999999994,0.043558179594774545
3854.879999999999,0.12525246025606046
3855.079999999999,0.2760174881302785
3855.279999999999,0.3376388280999182
3855.4799999999987,0.0
3855.6799999999985,0.0
3855.8799999999983,0.0
3856.079999999998,0.1531164845206518
3856.279999999998,0.30063081833552935
3856.4799999999977,0.1147528344436788
3856.6799999999976,0.0
3856.8799999999974,0.06748754322270092
3857.079999999997,0.8422898691098807
3857.279999999997,0.2395084087311177
3857.479999999997,0.0
3857.6799999999967,0.0
3857.8799999999965,0.0
3858.0799999999963,0.0
3858.279999999996,0.13357613825453968
3858.479999999996,0.0
3858.6799999999957,0.0
3858.8799999999956,0.2906647500947376
3859.0799999999954,0.3489412419558931
3859.279999999995,0.27066304223494125
3859.479999999995,0.18109402174462594
3859.679999999995,0.0
3859.8799999999947,0.536976606457939
3860.0799999999945,0.14746654577856294
3860.2799999999943,0.2533273418292927
3860.479999999994,0.6291846086761257
3860.679999999994,0.7822791329858325
3860.8799999999937,0.2833870111716312
3861.0799999999936,0.1444806842308778
3861.2799999999934,0.31826995645290235
3861.479999999993,0.08078506889051155
3861.679999999993,0.22035340958181995
3861.879999999993,0.4303149403278622
3862.0799999999927,0.35972214023045024
3862.2799999999925,0.44369408953978823
3862.4799999999923,0.16956790408786426
3862.679999999992,0.0
3862.879999999992,0.0
3863.0799999999917,0.0
3863.2799999999916,0.0
3863.4799999999914,0.0
3863.679999999991,0.0
3863.879999999991,0.0
3864.079999999991,0.37741903626230133
3864.2799999999907,0.06330741092271422
3864.4799999999905,0.08136594182105314
3864.6799999999903,0.0324458054141177
3864.87999999999,0.0
3865.07999999999,0.0
3865.2799999999897,7.358455858530455e-12
3865.4799999999896,0.0
3865.6799999999894,0.0
3865.879999999989,7.077047281534021e-11
3866.079999999989,0.35290959444616155
3866.279999999989,0.6859693452709424
3866.4799999999886,0.0
3866.6799999999885,0.3503070492623565
3866.8799999999883,2.4475137194723828e-11
