wavelength,absorption
3853.6800000000003,0.11523335920454403
3853.88,0.0
3854.08,0.0
3854.2799999999997,0.0
3854.4799999999996,0.18368159799458006
3854.6799999999994,0.10951801014151756
3854.879999999999,0.20723909730743398
3855.079999999999,0.0
3855.279999999999,0.0
3855.4799999999987,0.0
3855.6799999999985,1.936292502179976e-11
3855.8799999999983,0.30001011743751577
3856.079999999998,0.34145819013691064
3856.279999999998,0.0
3856.4799999999977,0.2932603355135472
3856.6799999999976,0.8343132272071648
3856.8799999999974,0.26314037344950925
3857.079999999997,0.0
3857.279999999997,0.0
3857.479999999997,0.0
3857.6799999999967,0.0
3857.8799999999965,0.2007828316937732
3858.0799999999963,0.0
3858.279999999996,0.0
3858.479999999996,0.3841315815291962
3858.6799999999957,0.21048728174104078
3858.8799999999956,0.1883771621990351
3859.0799999999954,0.20580665717944785
3859.279999999995,0.0
3859.479999999995,0.5857608158535091
3859.679999999995,0.20022714278742443
3859.8799999999947,0.3917158478560715
3860.0799999999945,0.7346752046714596
3860.2799999999943,0.7813395669185659
3860.479999999994,0.3291373867992079
3860.679999999994,0.18958465478293499
3860.8799999999937,0.34424449056148315
3861.0799999999936,0.053484818493518084
3861.2799999999934,0.19006129686588347
3861.479999999993,0.35822850093123954
3861.679999999993,0.1972233501512721
3861.879999999993,0.35176483085614957
3862.0799999999927,0.023966513032017005
3862.2799999999925,0.0
3862.4799999999923,0.0
3862.679999999992,0.0
3862.879999999992,0.0
3863.0799999999917,0.0
3863.2799999999916,0.0
3863.4799999999914,0.0
3863.679999999991,0.26501740092768056
3863.879999999991,0.0410183998446559
3864.079999999991,1.2163493718853918e-11
3864.2799999999907,0.0
3864.4799999999905,0.0
3864.6799999999903,0.0
3864.87999999999,0.0
3865.07999999999,0.0
3865.2799999999897,0.0
3865.4799999999896,0.0
3865.6799999999894,0.47724608589102174
3865.879999999989,0.607879647090496
3866.079999999989,0.0
3866.279999999989,0.22117822843877316
3866.4799999999886,0.0
3866.6799999999885,0.0429422569322291
3866.8799999999883,0.0
3867.079999999988,0.24100827189887647
3867.279999999988,2.401432413305985e-11
3867.4799999999877,0.3889962714194304
3867.6799999999876,0.0
3867.8799999999874,0.2363963430696213
3868.079999999987,0.021766988260779378
3868.279999999987,0.06506095751404455
3868.479999999987,0.0
3868.6799999999866,0.203829838209222
3868.8799999999865,5.276377011665208e-12
3869.0799999999863,0.014348156661839861
3869.279999999986,0.0
3869.479999999986,0.1007921467547642
3869.6799999999857,0.029532152882671234
3869.8799999999856,0.5095769547143536
3870.0799999999854,0.0
3870.279999999985,0.0
3870.479999999985,3.873142058530953e-11
3870.679999999985,0.10360739103271131
3870.8799999999846,0.21722160709743604
3871.0799999999845,0.3456252191307221
3871.2799999999843,0.29830592015605195
3871.479999999984,0.38368505695952126
3871.679999999984,0.3804048163241316
3871.8799999999837,0.18978132767580466
3872.0799999999836,8.084525964790438e-11
3872.2799999999834,0.0
3872.479999999983,0.20665736572805096
3872.679999999983,0.6002108992094467
3872.879999999983,0.5326273156623977
3873.0799999999826,0.017991628523864083
3873.2799999999825,0.1514604158564643
3873.4799999999823,1.8905668495224437e-10
3873.679999999982,0.0
3873.879999999982,0.0
3874.0799999999817,4.852450785794899e-11
3874.2799999999816,0.550717074471365
3874.4799999999814,0.0
3874.679999999981,0.0
3874.879999999981,0.0
3875.079999999981,0.0
3875.2799999999806,0.0
3875.4799999999805,0.0
3875.6799999999803,0.0
3875.87999999998,0.0
3876.07999999998,0.14290758894479896
3876.2799999999797,0.564204306152432
3876.4799999999796,0.0
3876.6799999999794,0.007033339019588616
3876.879999999979,0.0
3877.079999999979,0.2467451012461196
3877.279999999979,0.05617672792277947
3877.4799999999786,0.0
3877.6799999999785,0.14240081725186565
3877.8799999999783,0.0
3878.079999999978,0.2901845054952831
3878.279999999978,0.8488097080667822
3878.4799999999777,0.4391882959556453
3878.6799999999776,0.4954600021788635
3878.8799999999774,0.88252516676079
3879.079999999977,0.39272240060109476
3879.279999999977,0.0
3879.479999999977,0.32824899791444545
3879.6799999999766,0.0
3879.8799999999765,0.28515380338716856
3880.0799999999763,0.0
3880.279999999976,0.3347654179770397
3880.479999999976,0.0
3880.6799999999757,0.2963249845945297
3880.8799999999756,0.0
3881.0799999999754,4.2355377919720376e-12
3881.279999999975,0.35537266366957276
3881.479999999975,0.01698729361700503
3881.679999999975,0.27382407596207964
3881.8799999999746,0.40790133530531536
3882.0799999999745,0.2037280568676437
3882.2799999999743,0.2731450150099816
3882.479999999974,0.18823306653009073
3882.679999999974,0.3426516913186344
3882.8799999999737,0.3259895013437093
3883.0799999999736,0.4520094307892678
3883.2799999999734,0.5056224541909508
3883.479999999973,0.6134596287926709
3883.679999999973,3.363867522022414e-10
3883.879999999973,0.0
3884.0799999999726,0.0
3884.2799999999725,0.0
3884.4799999999723,0.0
3884.679999999972,2.938522867555555e-10
3884.879999999972,0.2127344454301766
3885.0799999999717,0.0
3885.2799999999716,0.0
3885.4799999999714,0.5917238630986456
3885.679999999971,0.0
3885.879999999971,0.0
3886.079999999971,0.0788691408170751
3886.2799999999706,0.25947041755170797
3886.4799999999705,0.7803160988731497
3886.6799999999703,0.637246280376933
3886.87999999997,0.15396668036373448
3887.07999999997,0.5347498838308785
3887.2799999999697,0.7903513892206858
3887.4799999999696,0.29504371474294305
3887.6799999999694,0.0
3887.879999999969,0.0
3888.079999999969,0.0
3888.279999999969,0.0
3888.4799999999686,0.0
3888.6799999999685,0.5465611822886853
3888.8799999999683,0.466148303245755
3889.079999999968,0.40572264534824604
3889.279999999968,0.0
3889.4799999999677,0.11895361882573123
3889.6799999999675,0.0
3889.8799999999674,0.0
3890.079999999967,0.0
3890.279999999967,0.0
3890.479999999967,9.816890322354552e-11
3890.6799999999666,0.0
3890.8799999999665,0.0
3891.0799999999663,0.04522030532565882
3891.279999999966,0.0
3891.479999999966,0.0
3891.6799999999657,0.0
3891.8799999999655,0.0
3892.0799999999654,0.0
3892.279999999965,0.0
3892.479999999965,0.0
3892.679999999965,0.0
3892.8799999999646,0.0
3893.0799999999645,0.0
3893.2799999999643,0.12617604874825192
3893.479999999964,0.0
3893.679999999964,0.45234113602272236
3893.8799999999637,0.0
3894.0799999999635,0.0
3894.2799999999634,0.6050454552923186
3894.479999999963,0.0
3894.679999999963,0.0
3894.879999999963,0.0
3895.0799999999626,0.0
3895.2799999999625,0.3228007905992449
3895.4799999999623,0.022609354889304725
3895.679999999962,0.24754303241778317
3895.879999999962,0.7883960731464241
3896.0799999999617,0.1376985607701478
3896.2799999999615,0.0
3896.4799999999614,0.0
3896.679999999961,0.0
3896.879999999961,0.0
3897.079999999961,0.0
3897.2799999999606,0.0
3897.4799999999605,0.0
