wavelength,absorption
3800.6,0.0
3801.5,0.0
3802.4,0.0
3803.3,0.0
3804.2,0.0
3805.1,0.0
3806.0,0.0
3806.9,0.0
3807.8,0.0
3808.7,0.0
3809.6,0.0
3810.5,0.0
3811.4,0.0
3812.3,0.0
3813.2,0.0
3814.1,0.0
3815.0,0.0
3815.9,0.0
3816.8,0.0
3817.7,0.0
3818.6,0.0
3819.5,0.12544803714290942
3820.4,0.2723597157924298
3821.3,0.17547533732014586
3822.2,0.00032188094280205526
3823.1,0.0
3824.0,0.16863425756028694
3824.9,0.334926602816341
3825.8,0.37970000116231395
3826.7,0.280745205033604
3827.6,0.15970139666522265
3828.5,0.04078511237384119
3829.4,0.0
3830.3,0.0
3831.2,0.0
3832.1,0.02154513009528214
3833.0,0.2089757347925837
3833.9,0.232827039979277
3834.8,0.0733491097147475
3835.7,0.0
3836.6,0.0
3837.5,0.0
3838.4,0.002268703247475523
3839.3,0.1833458100305182
3840.2,0.27092240717861893
3841.1,0.1632605447039226
3842.0,0.0
3842.9,0.0
3843.8,0.0
3844.7,0.0
3845.6,0.0
3846.5,0.0
3847.4,0.0
3848.3,0.0
3849.2,0.0
3850.1,0.0
3851.0,0.0
3851.9,0.0
3852.8,0.0
3853.7,0.0
3854.6,0.0
3855.5,0.0
3856.4,0.07190066426702046
3857.3,0.09522506754410065
3858.2,0.17266365071757506
3859.1,0.29543311684310014
3860.0,0.32714211528102244
3860.9,0.1886683245137386
3861.8,0.0
3862.7,0.0
3863.6,0.0
3864.5,0.0
3865.4,0.01995607297969315
3866.3,0.004117922432007481
3867.2,0.0
3868.1,0.0
3869.0,0.0
3869.9,0.04579176421101716
3870.8,0.13087836298687405
3871.7,0.22949756909485508
3872.6,0.25783169697722197
3873.5,0.11786784206472911
3874.4,0.0
3875.3,0.0
3876.2,0.0
3877.1,0.13769777176873255
3878.0,0.25968954487460083
3878.9,0.19215472717281934
3879.8,0.03623491114625399
3880.7,0.013186666891805254
3881.6,0.12370519891775833
3882.5,0.10717638887681102
3883.4,0.0
3884.3,0.0
3885.2,0.01638270327411806
3886.1,0.32508460763915614
3887.0,0.3632315077637218
3887.9,0.17592505185925134
3888.8,0.0
3889.7,0.0
3890.6,0.0
3891.5,0.0
3892.4,0.0
3893.3,0.0
3894.2,0.0
3895.1,0.0
3896.0,0.0
3896.9,0.0
3897.8,0.0
3898.7,0.0
3899.6,0.0
3900.5,0.0
3901.4,0.0
3902.3,0.0
3903.2,0.0
3904.1,0.0
3905.0,0.0
3905.9,0.0
3906.8,0.0
3907.7,0.0
3908.6,0.0
3909.5,0.0
3910.4,0.0
3911.3,0.0
3912.2,0.0
3913.1,0.0
3914.0,0.0
3914.9,0.0
3915.8,0.0
3916.7,0.0
3917.6,0.0
3918.5,0.0
3919.4,0.05753297053783657
3920.3,0.207931539364535
3921.2,0.29600308406975684
3922.1,0.305292309715822
3923.0,0.2597091902998663
3923.9,0.18814516876782716
3924.8,0.16926948123521635
3925.7,0.22136259471674258
3926.6,0.3092746626050069
3927.5,0.4297096584127932
3928.4,0.5539684249298567
3929.3,0.6418787777405307
3930.2,0.6993747963393737
3931.1,0.7416164028026206
3932.0,0.7788095626684925
3932.9,0.8083306613436163
3933.8,0.8154649560113143
3934.7,0.803130782024136
3935.6,0.7753676392156134
3936.5,0.7230172738163875
3937.4,0.6352757279088264
3938.3,0.5161961267060318
3939.2,0.41479730891844346
3940.1,0.3755089445486519
3941.0,0.3803524064234933
3941.9,0.3965200362170167
3942.8,0.4371560727646261
3943.7,0.480973089645486
3944.6,0.4145097275828482
3945.5,0.22866849852881332
3946.4,0.10783531795410761
3947.3,0.11872613538390575
3948.2,0.14505920780800108
3949.1,0.09523479394830592
3950.0,0.0
3950.9,0.0
3951.8,0.0
3952.7,0.017140493475572227
3953.6,0.0
3954.5,0.0
3955.4,0.0
3956.3,0.02820612745213058
3957.2,0.11775718600075336
3958.1,0.1101994833627411
3959.0,0.0943188751965377
3959.9,0.18360670317429306
3960.8,0.3919508841152076
3961.7,0.5647160828144989
3962.6,0.5921264661358735
3963.5,0.568291003492496
3964.4,0.5906038963397017
